ID	NAME	kegg_merge_filter_human_081A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_082A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_083A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_084A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_085A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_086A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_091A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_093A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_094A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_098A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_099A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_100A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_101A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_107A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_108A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_109A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_10A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_116A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_118A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_119A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_11A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_120A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_13A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_15A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_18A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_1A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_20A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_21A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_24A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_25A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_28A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_29A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_31A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_34A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_35A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_37A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_39A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_3A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_6A-hit-keg-mpt-cop-nul-nve-nve	kegg_merge_filter_human_7A-hit-keg-mpt-cop-nul-nve-nve
ko00350	ko00350: Tyrosine metabolism	0.00600747	0.00571125	0.00582781	0.00619165	0.00525652	0.00569381	0.00587295	0.00542083	0.00557884	0.00572258	0.00575287	0.00575119	0.00573014	0.0074445	0.00718847	0.00596509	0.00622729	0.00575414	0.00592754	0.00645884	0.00567266	0.00568882	0.00523101	0.00585624	0.00552026	0.00586759	0.00562538	0.00588776	0.00577305	0.00587646	0.00546504	0.00545227	0.00535722	0.00594674	0.00583318	0.00577815	0.00578206	0.00540701	0.00578904	0.00619065
ko00480	ko00480: Glutathione metabolism	0.00538244	0.00566613	0.00578204	0.00564459	0.00565512	0.00614145	0.00545999	0.00611831	0.00637751	0.00497287	0.00589042	0.00515764	0.00591848	0.00848022	0.00759059	0.00567208	0.00487605	0.00587743	0.00545186	0.00758058	0.00574109	0.00528201	0.00521666	0.00522958	0.0051625	0.00554486	0.00560135	0.005671	0.00511718	0.0054962	0.00523727	0.00543317	0.00518711	0.00510623	0.00590606	0.00577785	0.00491642	0.00503574	0.00543886	0.00475022
ko00643	ko00643: Styrene degradation	0.00144136	0.00140036	0.001495	0.0013194	0.00126618	0.00116873	0.00121321	0.00145155	0.0013891	0.00127189	0.00156433	0.00167886	0.0015268	0.00244304	0.00258982	0.00121177	0.00125137	0.00141478	0.00130223	0.00179493	0.00149697	0.00130377	0.00117664	0.00127802	0.00158625	0.00136847	0.00134347	0.0012557	0.0013564	0.00130973	0.00147094	0.00132795	0.00112478	0.00128108	0.00156373	0.00137417	0.00126473	0.00111508	0.00122951	0.00108698
ko00642	ko00642: Ethylbenzene degradation	4.39425e-06	2.49604e-06	8.0557e-06	5.13867e-06	2.28782e-06	1.69103e-05	5.89434e-06	2.10759e-05	9.15466e-06	5.42266e-06	1.70216e-05	5.67415e-06	7.81495e-06	1.00438e-05	1.05388e-05	3.9559e-06	8.89539e-06	2.25848e-05	4.65067e-06	1.01602e-05	1.54839e-06	1.92245e-06	2.79045e-06	9.01381e-06	7.82963e-06	4.71905e-06	1.773e-05	2.6477e-06	1.46135e-05	1.04266e-05	3.84644e-06	5.38516e-06	6.7656e-07	2.99574e-06	1.16571e-05	3.96278e-06	6.22736e-06	3.17402e-06	7.08231e-06	6.32727e-06
ko00640	ko00640: Propanoate metabolism	0.00654752	0.00669329	0.00672322	0.0066465	0.00566723	0.00700668	0.00692996	0.00727119	0.00684919	0.0067839	0.00698435	0.00639161	0.00684408	0.00767043	0.00755538	0.00683265	0.00696113	0.00685552	0.00635236	0.00725876	0.00592428	0.00661733	0.00641402	0.00656723	0.00658178	0.00612861	0.00638305	0.00647153	0.00679853	0.00678019	0.0052941	0.00544486	0.00584386	0.00686712	0.00581816	0.00608757	0.00667085	0.00569678	0.00685992	0.00691918
ko00720	ko00720: Carbon fixation pathways in prokaryotes	0.0120954	0.011719	0.0119073	0.0110824	0.012211	0.0114338	0.0119589	0.0130925	0.0131803	0.0122664	0.0118791	0.0128532	0.0121446	0.011402	0.0115419	0.0125142	0.0112919	0.0122016	0.0113487	0.0115519	0.0125365	0.0123227	0.0123013	0.0116197	0.0127224	0.0116159	0.0123914	0.0126134	0.0120608	0.0122835	0.0120737	0.0124555	0.0125651	0.0118301	0.012059	0.0119353	0.0119963	0.0122792	0.0120124	0.0110146
ko00960	ko00960: Tropane, piperidine and pyridine alkaloid biosynthesis	7.71264e-05	7.29036e-05	6.41378e-05	6.65738e-05	9.14821e-05	5.37511e-05	8.46622e-05	5.76186e-05	6.12604e-05	6.28212e-05	6.1101e-05	0.000110628	8.5752e-05	5.14341e-05	6.39052e-05	6.31578e-05	7.22552e-05	6.20878e-05	7.40552e-05	5.91155e-05	4.91476e-05	8.3093e-05	6.05212e-05	5.64379e-05	6.00058e-05	5.96358e-05	5.62206e-05	5.95643e-05	8.07328e-05	6.7431e-05	5.60433e-05	4.03491e-05	4.26603e-05	6.54232e-05	3.56697e-05	4.85426e-05	8.86181e-05	4.17236e-05	7.43614e-05	7.86486e-05
ko00966	ko00966: Glucosinolate biosynthesis	3.97321e-06	2.78934e-06	4.46841e-06	1.81717e-06	9.78753e-07	9.73441e-06	2.07281e-06	6.5773e-06	8.6485e-10	3.52682e-06	1.90573e-06	2.51515e-06	8.32781e-06	2.23107e-06	8.05562e-06	9.97655e-06	4.24831e-06	1.39174e-05	2.71667e-06	4.71421e-06	4.59012e-06	3.78286e-06	9.84232e-07	2.76504e-06	5.09805e-06	1.06401e-05	3.61224e-06	2.96174e-06	1.37952e-05	8.02024e-07	3.76461e-06	6.33608e-06	2.69323e-06	1.67954e-06	2.65562e-06	4.76672e-06	3.73812e-06	2.64804e-06	3.52666e-06	8.98248e-07
ko02020	ko02020: Two-component system	0.00520875	0.00579664	0.00559344	0.00592675	0.00479005	0.0061973	0.00575288	0.00520963	0.00515661	0.00514537	0.00525178	0.004884	0.00558654	0.00698876	0.00620659	0.0052505	0.00539119	0.00575435	0.00600646	0.00640955	0.00437346	0.00509084	0.00529149	0.00495698	0.00523264	0.00434366	0.00484769	0.00494213	0.00513469	0.00562715	0.00437703	0.00434312	0.00455426	0.00525114	0.0047803	0.00439894	0.00566718	0.00430945	0.00541565	0.00576239
ko00522	ko00522: Biosynthesis of 12-, 14- and 16-membered macrolides	3.11458e-05	1.36278e-05	3.15304e-05	3.90608e-05	4.18385e-05	1.49889e-05	1.56158e-05	1.97331e-05	1.71294e-05	3.17131e-05	1.8213e-05	3.81754e-05	1.83577e-05	0.000159144	2.02709e-05	1.92602e-05	5.65534e-05	1.43367e-05	1.76609e-05	1.05024e-05	3.76427e-05	2.45919e-05	1.67973e-05	1.47579e-05	3.74573e-05	4.22327e-05	2.8366e-05	2.94054e-05	4.21243e-05	8.03079e-06	5.18907e-05	3.88431e-05	5.59635e-05	2.85114e-05	3.92015e-05	4.36832e-05	1.60462e-05	5.19095e-05	3.01988e-05	3.07399e-05
ko04020	ko04020: Calcium signaling pathway	7.0821e-05	8.45018e-05	8.30137e-05	7.22805e-05	6.79561e-05	6.78072e-05	7.56885e-05	6.96995e-05	7.50297e-05	8.25227e-05	7.50075e-05	8.25465e-05	8.00729e-05	5.83196e-05	6.03146e-05	7.42466e-05	6.48138e-05	7.78132e-05	7.36862e-05	6.71669e-05	8.4637e-05	8.102e-05	8.27378e-05	7.69417e-05	8.3094e-05	7.87616e-05	8.61401e-05	7.49031e-05	8.60363e-05	7.15549e-05	8.78352e-05	9.11477e-05	9.31293e-05	7.59539e-05	8.56364e-05	8.15073e-05	7.31129e-05	8.572e-05	7.1717e-05	6.81674e-05
ko03008	ko03008: Ribosome biogenesis in eukaryotes	0.00126162	0.00123683	0.00131827	0.00114391	0.00122089	0.0012005	0.00118487	0.00115537	0.00126105	0.00119053	0.00122127	0.00124538	0.00119592	0.00106024	0.00115085	0.00112383	0.00118242	0.00116368	0.00118353	0.00115238	0.00126623	0.00118164	0.00125671	0.0012079	0.00125605	0.00128698	0.0013008	0.00136536	0.00123025	0.0012222	0.0014531	0.0013724	0.00126456	0.0012391	0.00124199	0.00127218	0.00122345	0.00116008	0.00115642	0.00115814
ko00290	ko00290: Valine, leucine and isoleucine biosynthesis	0.0222441	0.0226807	0.0232435	0.0230499	0.0233482	0.0215615	0.022746	0.0206038	0.0219041	0.0236241	0.0212295	0.0229058	0.0211522	0.0190967	0.0203891	0.0219085	0.0241106	0.0200707	0.0229442	0.0204872	0.0223579	0.0234186	0.0218462	0.0239225	0.0228345	0.0225817	0.0223157	0.0208399	0.0237465	0.0222894	0.0225528	0.0224053	0.0230591	0.0248542	0.0227675	0.023699	0.0229369	0.0239609	0.0238519	0.0255252
ko04614	ko04614: Renin-angiotensin system	0.000202644	0.000203682	0.000198599	0.000200797	0.000239411	0.000204198	0.000242839	0.000215042	0.000192894	0.000210253	0.000196518	0.000170404	0.000217501	0.000170766	0.0001612	0.000158849	0.000199754	0.000246468	0.000227729	0.000188936	0.000191022	0.000203878	0.000207873	0.000211509	0.000210502	0.000201729	0.000241108	0.000200566	0.000214923	0.00019523	0.000232614	0.000236175	0.000227539	0.000172985	0.000202257	0.000212097	0.000183595	0.000219373	0.000174994	0.000176429
ko04610	ko04610: Complement and coagulation cascades	7.28545e-05	7.42092e-05	5.85075e-05	5.26559e-05	6.09027e-05	6.39906e-05	8.01231e-05	5.78243e-05	3.56943e-05	6.62248e-05	4.53769e-05	6.88068e-05	8.22628e-05	4.85476e-05	4.20522e-05	6.23336e-05	7.23735e-05	7.45153e-05	5.8953e-05	5.55311e-05	7.93163e-05	7.11432e-05	6.71182e-05	6.49866e-05	7.69753e-05	6.16482e-05	6.15369e-05	6.8531e-05	7.8263e-05	7.17507e-05	7.88609e-05	6.50138e-05	6.52341e-05	5.87831e-05	8.21758e-05	6.97555e-05	5.85591e-05	5.79462e-05	6.71907e-05	7.16621e-05
ko04340	ko04340: Hedgehog signaling pathway	0.000177012	0.000175115	0.000153703	0.000139917	0.000144539	0.000156414	0.000143564	0.000142413	0.000140526	0.000143249	0.000125769	0.000125244	0.000156713	0.000110135	0.000118703	0.00012531	0.000140596	0.000162499	0.000171084	0.000132649	0.000139187	0.000146491	0.000180569	0.000167341	0.000161845	0.00013674	0.000150151	0.000178759	0.000174988	0.000136285	0.00013549	0.000132129	0.000108721	0.000150847	0.000122089	0.000123451	0.000135829	0.000114154	0.000152983	0.000168901
ko03410	ko03410: Base excision repair	0.0111667	0.0109145	0.010318	0.0105049	0.0107365	0.0101291	0.0108312	0.0104632	0.0102288	0.0107283	0.00991998	0.0109594	0.010642	0.00961462	0.010162	0.00993862	0.0109875	0.0107906	0.011268	0.0107876	0.0109829	0.0109424	0.0100907	0.0112579	0.0113446	0.0112866	0.0109326	0.0114953	0.0116689	0.0103751	0.0108281	0.0106056	0.010644	0.0103028	0.0104609	0.0107645	0.00991071	0.0110281	0.010715	0.010742
ko05010	ko05010: Alzheimer's disease	4.63263e-05	4.00665e-05	3.24264e-05	4.47163e-05	2.98005e-05	2.91713e-05	3.82585e-05	3.05831e-05	2.42732e-05	4.21888e-05	3.18738e-05	3.69801e-05	3.77769e-05	2.60467e-05	3.43849e-05	3.11841e-05	4.81958e-05	3.31639e-05	4.24851e-05	4.49708e-05	3.96194e-05	3.96347e-05	3.59521e-05	4.51957e-05	3.56112e-05	4.25723e-05	3.15559e-05	5.58377e-05	4.72533e-05	2.75525e-05	3.49119e-05	3.73434e-05	3.39077e-05	4.25312e-05	3.85178e-05	3.50767e-05	2.82034e-05	3.84258e-05	3.84444e-05	4.2968e-05
ko05012	ko05012: Parkinson's disease	3.62124e-05	3.972e-05	3.01993e-05	3.03064e-05	2.11436e-05	3.61413e-05	4.17455e-05	3.68559e-05	3.41142e-05	3.31825e-05	5.28601e-05	2.83376e-05	3.61926e-05	2.2628e-05	2.64303e-05	3.17095e-05	3.78641e-05	3.4902e-05	4.38861e-05	3.60193e-05	3.71536e-05	4.18261e-05	3.93952e-05	3.5343e-05	3.95768e-05	2.69991e-05	4.18708e-05	3.07189e-05	3.60983e-05	3.4957e-05	2.63945e-05	2.51286e-05	2.35459e-05	3.78788e-05	2.53852e-05	3.12096e-05	3.1243e-05	2.68412e-05	3.48904e-05	3.18893e-05
ko00980	ko00980: Metabolism of xenobiotics by cytochrome P450	3.74565e-05	2.35454e-05	3.16645e-05	2.56086e-05	0.000116439	3.37392e-05	3.50179e-05	3.10529e-05	3.24862e-05	2.98093e-05	2.76333e-05	5.08629e-05	3.35872e-05	1.24035e-05	1.85258e-05	2.23511e-05	2.80764e-05	4.45645e-05	2.42941e-05	2.38913e-05	3.73657e-05	2.85099e-05	2.44084e-05	3.05443e-05	8.62642e-05	0.000115434	3.88195e-05	3.01537e-05	4.36408e-05	2.34866e-05	6.9072e-05	6.95603e-05	7.52089e-05	3.16265e-05	6.02869e-05	5.63357e-05	1.72018e-05	0.000133172	2.29312e-05	2.88525e-05
ko00981	ko00981: Insect hormone biosynthesis	0.00010515	9.12494e-05	8.03778e-05	0.000102283	6.55186e-05	5.09329e-05	9.60187e-05	0.000106434	7.9453e-05	7.26111e-05	6.87479e-05	9.44974e-05	0.000113637	4.98523e-05	7.66955e-05	9.32184e-05	7.28192e-05	0.000118953	0.000113189	8.50622e-05	8.66616e-05	0.000156537	0.000100988	0.000137322	9.20842e-05	6.92735e-05	0.000262563	0.000108744	0.000104948	0.000121649	0.000106641	0.000110689	0.000167802	9.21733e-05	0.000103451	8.55755e-05	7.16901e-05	0.000121553	0.000135666	9.15314e-05
ko00410	ko00410: beta-Alanine metabolism	0.00549685	0.00582721	0.00543436	0.00592245	0.00585584	0.00569807	0.00529742	0.00611787	0.00605438	0.00537717	0.0055028	0.00539328	0.00587428	0.00786974	0.00742373	0.00562787	0.00500656	0.00588252	0.00599842	0.00728262	0.00617671	0.00544839	0.00570935	0.00621189	0.00593635	0.00532092	0.00595495	0.00594026	0.0058411	0.00582882	0.00585891	0.00578624	0.00578663	0.00497377	0.00607093	0.00589115	0.00558904	0.00602733	0.00565357	0.00450493
ko00983	ko00983: Drug metabolism - other enzymes	0.000524042	0.000486469	0.000475961	0.000614549	0.00148053	0.000388478	0.000635482	0.000430353	0.000301775	0.000690857	0.000251454	0.000816253	0.000646729	0.000309366	0.00062734	0.000411134	0.000528916	0.00104156	0.000537609	0.000383148	0.000936284	0.000684639	0.000409446	0.000544842	0.000478402	0.00115369	0.00114429	0.000434185	0.000640986	0.000631144	0.00147464	0.00145752	0.00138754	0.000473835	0.00143966	0.00118218	0.000376249	0.00142202	0.000638052	0.000619528
ko05150	ko05150: Staphylococcus aureus infection	0.00029664	0.000246452	0.000268864	0.000255431	0.000208625	0.000250435	0.000313977	0.000260249	0.000248841	0.00030067	0.000239998	0.000270082	0.000243176	0.000159915	0.000155006	0.000273124	0.000429147	0.00030055	0.000234804	0.000255568	0.000266773	0.00025547	0.000216073	0.000252677	0.000290973	0.000446791	0.000262239	0.000266749	0.000310777	0.000246536	0.000225858	0.000217174	0.000284642	0.000240898	0.000175161	0.000340628	0.0002654	0.000321559	0.000237635	0.000366853
ko00791	ko00791: Atrazine degradation	0.000802682	0.000796446	0.000707071	0.000778658	0.000771349	0.000684098	0.00070826	0.00110631	0.00105148	0.000926422	0.000770357	0.000965687	0.000854108	0.000563617	0.0010916	0.000883543	0.000791566	0.0010438	0.000629	0.000808332	0.000846989	0.000813921	0.000781325	0.000816549	0.000844817	0.000882021	0.000753431	0.00097295	0.000931458	0.000752651	0.000871388	0.000889686	0.000751456	0.000734933	0.000831521	0.000907022	0.000841222	0.000833717	0.000669716	0.000617104
ko00790	ko00790: Folate biosynthesis	0.0141292	0.013828	0.0147955	0.0124609	0.0150692	0.0136485	0.013624	0.0161319	0.0168163	0.0147035	0.0156041	0.0135032	0.0155519	0.015922	0.0146084	0.0151708	0.0122632	0.0163323	0.0140892	0.0143873	0.0157087	0.0145982	0.0166501	0.0128682	0.0157359	0.0131748	0.015736	0.0157988	0.012962	0.0148905	0.0149777	0.0142658	0.016482	0.0125589	0.0155382	0.0146266	0.0145186	0.0125342	0.0135077	0.0120276
ko05131	ko05131: Shigellosis	4.92728e-06	6.04346e-06	1.60929e-05	1.87169e-05	3.56284e-06	6.21175e-06	4.60585e-06	4.73976e-06	7.60951e-06	2.04208e-05	9.54756e-06	3.47923e-05	4.58984e-06	5.98389e-05	3.38926e-05	3.55801e-06	5.91135e-06	5.66487e-06	7.80567e-06	1.23834e-05	7.92719e-06	2.9761e-05	4.38856e-06	6.68918e-06	1.47234e-05	3.07342e-06	5.2446e-06	7.14379e-06	8.38634e-06	2.27899e-05	6.33951e-06	1.43026e-06	3.06435e-06	1.04029e-05	3.91467e-06	7.16638e-06	5.0008e-06	7.44911e-06	2.54091e-05	5.75406e-06
ko04540	ko04540: Gap junction	1.59994e-05	1.75388e-05	1.89228e-05	1.49509e-05	1.34298e-05	1.58417e-05	1.62331e-05	1.13538e-05	1.0981e-05	1.84199e-05	1.10228e-05	1.47888e-05	1.47809e-05	1.17513e-05	1.18161e-05	1.6557e-05	1.48717e-05	1.45753e-05	1.52613e-05	8.92067e-06	1.47835e-05	1.49834e-05	2.15019e-05	1.25509e-05	1.633e-05	1.14001e-05	1.36092e-05	1.37432e-05	1.64074e-05	1.79835e-05	2.06582e-05	1.02939e-05	1.94514e-05	1.37834e-05	1.20725e-05	1.32894e-05	1.9293e-05	1.19745e-05	1.56831e-05	1.55566e-05
ko00020	ko00020: Citrate cycle (TCA cycle)	0.0112197	0.0106001	0.0109736	0.00983688	0.0116499	0.0106613	0.0108109	0.0127013	0.0127318	0.0109849	0.0110065	0.0118724	0.011714	0.0107272	0.0104474	0.0115154	0.0096483	0.0119746	0.0102246	0.0107207	0.0121862	0.0113003	0.0114577	0.010423	0.0120169	0.0107751	0.0117652	0.0121345	0.0110427	0.0115043	0.0118411	0.0123242	0.0120807	0.0104937	0.0114846	0.0111687	0.0111377	0.0113554	0.010763	0.00970123
ko00710	ko00710: Carbon fixation in photosynthetic organisms	0.00015347	0.00014951	0.0001256	0.000191901	0.000133499	0.0001254	0.000146823	8.99513e-05	9.67385e-05	0.000134616	0.000121308	0.000142379	0.000146881	0.000399232	0.000369789	0.000150529	0.000159662	9.43589e-05	0.000120325	0.000289515	0.000105995	0.000113828	0.000135524	0.000142011	0.000103478	0.000149119	0.000117503	0.000116554	0.000122439	0.000118678	9.05399e-05	0.000111781	9.1644e-05	0.000175049	0.000171414	0.000147444	0.000162081	0.000112016	0.000114962	0.000136593
ko04710	ko04710: Circadian rhythm - mammal	7.99658e-05	8.61473e-05	7.78956e-05	7.33374e-05	6.22602e-05	6.44999e-05	9.01335e-05	7.15939e-05	6.6806e-05	8.12969e-05	5.71524e-05	7.36755e-05	8.35235e-05	5.77567e-05	6.54252e-05	6.85868e-05	7.63487e-05	9.84538e-05	7.13606e-05	8.7289e-05	0.000106992	6.20095e-05	7.41763e-05	8.86993e-05	0.000101664	6.93914e-05	8.76369e-05	8.28468e-05	9.86249e-05	6.53441e-05	8.43154e-05	9.06842e-05	5.68787e-05	7.4745e-05	9.76561e-05	7.10859e-05	6.55084e-05	6.46063e-05	6.76483e-05	6.62243e-05
ko00340	ko00340: Histidine metabolism	0.0160663	0.0166365	0.0168085	0.0159154	0.0155491	0.0161624	0.0172769	0.0163103	0.0168529	0.0158666	0.0155665	0.014974	0.0162694	0.0126917	0.0128295	0.0154571	0.0165036	0.0169735	0.0177148	0.0144382	0.0148823	0.0166215	0.0147994	0.0167674	0.0164819	0.0143942	0.015922	0.0156195	0.0163413	0.0159328	0.014715	0.0143174	0.0149557	0.0165211	0.0143312	0.0150711	0.0153462	0.0160222	0.0166696	0.0164427
ko00785	ko00785: Lipoic acid metabolism	0.0086091	0.0117863	0.0126851	0.0104062	0.00643683	0.0106881	0.0115014	0.015686	0.0153567	0.0135317	0.0121906	0.00940998	0.0142549	0.0142944	0.011462	0.0138182	0.00835803	0.0149004	0.0115598	0.0129209	0.00723647	0.0135324	0.0146826	0.00913361	0.0158721	0.00647456	0.0107501	0.0100902	0.0122047	0.0131967	0.00515998	0.00577984	0.00741165	0.0104262	0.00569436	0.00518843	0.0117096	0.00532758	0.0120842	0.00708682
ko04130	ko04130: SNARE interactions in vesicular transport	0.000375702	0.000488066	0.000450079	0.000333911	0.00032358	0.000472754	0.000378708	0.000387829	0.000377942	0.000363196	0.000321143	0.000358579	0.000473154	0.000235825	0.000263087	0.000306238	0.000390893	0.000485719	0.000425904	0.000267497	0.000319668	0.000338962	0.00031076	0.000378929	0.000353641	0.000317806	0.000357872	0.000371776	0.000402653	0.000368751	0.000423789	0.000404546	0.000449971	0.000361246	0.000358965	0.000330585	0.000273583	0.00031677	0.000390781	0.000384517
ko00550	ko00550: Peptidoglycan biosynthesis	0.0199334	0.0179146	0.0177615	0.0185065	0.0200042	0.0172848	0.0183002	0.0167533	0.0169538	0.0189518	0.0179107	0.0198019	0.017433	0.0163353	0.0170274	0.0180828	0.0197368	0.0167505	0.0174542	0.0166977	0.0203865	0.018452	0.0183212	0.0196542	0.0181156	0.0208321	0.0188239	0.01992	0.018712	0.0179957	0.0208035	0.0208638	0.0207855	0.0189309	0.0205222	0.0202918	0.0191853	0.0207018	0.018025	0.0189998
ko04520	ko04520: Adherens junction	1.28651e-05	1.26466e-05	1.5349e-05	8.54543e-06	1.50765e-05	7.81758e-06	1.09302e-05	1.56724e-05	1.24491e-05	1.4478e-05	1.07767e-05	1.20225e-05	1.37534e-05	5.85394e-06	1.1423e-05	1.46399e-05	1.50788e-05	1.69132e-05	1.15387e-05	9.65732e-06	1.6119e-05	1.16035e-05	1.69931e-05	1.39853e-05	1.47282e-05	1.62663e-05	1.49948e-05	1.34361e-05	1.80148e-05	1.18506e-05	2.03528e-05	2.0934e-05	1.32061e-05	1.20078e-05	1.98154e-05	1.33023e-05	1.0895e-05	1.47277e-05	7.19292e-06	1.45279e-05
ko00650	ko00650: Butanoate metabolism	0.00688787	0.00714579	0.0076821	0.00707613	0.00632947	0.00709723	0.00723938	0.00742081	0.00747559	0.00721966	0.00749078	0.00686729	0.0074982	0.00898823	0.00831297	0.0074408	0.00709455	0.00727861	0.00681546	0.00815773	0.00670674	0.007296	0.00727329	0.00690487	0.00763813	0.00656605	0.00665995	0.00720676	0.00730491	0.00750585	0.00641761	0.00659865	0.00651499	0.00734171	0.00679796	0.00672118	0.00736861	0.00629767	0.0071764	0.00701941
ko03030	ko03030: DNA replication	0.0139441	0.0128973	0.0125006	0.0124959	0.0125649	0.0119381	0.0127085	0.0119698	0.0125454	0.0128865	0.0121576	0.0131552	0.0123884	0.0109993	0.0122046	0.0126175	0.0131685	0.0118341	0.0131398	0.0120039	0.0138836	0.0127972	0.0123437	0.0137007	0.0131578	0.0136723	0.0125698	0.0138968	0.0132765	0.0122752	0.0135663	0.0128629	0.0125681	0.0124568	0.0125009	0.013337	0.0127839	0.0134895	0.0128537	0.0127967
ko05221	ko05221: Acute myeloid leukemia	2.07019e-06	4.14504e-06	1.9949e-06	2.20049e-06	9.51888e-07	4.27929e-06	2.2225e-06	1.9197e-06	1.93132e-07	1.49267e-06	4.82466e-08	1.479e-06	6.77353e-06	1.22878e-06	8.52624e-07	4.72775e-07	1.96031e-06	1.79643e-06	1.25997e-06	8.72035e-07	6.1998e-07	2.99057e-06	1.71285e-06	1.72526e-06	2.31872e-06	1.36261e-06	4.60206e-06	7.47907e-07	2.95176e-06	1.17154e-06	2.75456e-06	3.00179e-06	3.29118e-07	1.19912e-06	7.40111e-06	5.88718e-06	7.88734e-07	1.13336e-06	8.69291e-07	8.0209e-07
ko04742	ko04742: Taste transduction	9.67042e-05	8.59851e-05	9.91811e-05	0.000109012	8.49992e-05	8.04899e-05	0.00010589	6.7137e-05	8.29514e-05	8.47907e-05	5.73752e-05	7.07127e-05	9.27743e-05	0.000112581	8.97662e-05	8.47955e-05	7.08198e-05	8.67969e-05	8.65863e-05	0.000114628	7.62937e-05	7.7153e-05	0.000108379	9.0741e-05	8.68361e-05	7.53658e-05	5.76467e-05	9.16647e-05	9.63297e-05	7.0818e-05	7.05679e-05	0.000125844	5.07671e-05	6.73869e-05	8.65084e-05	7.38354e-05	7.46797e-05	7.58257e-05	9.76044e-05	6.60132e-05
ko02030	ko02030: Bacterial chemotaxis	0.00847975	0.00898112	0.00867117	0.00940449	0.00813901	0.0101965	0.00847477	0.00519679	0.00525982	0.00672294	0.00809816	0.00571448	0.0071679	0.00888795	0.00729063	0.0069753	0.00888818	0.00650784	0.0103346	0.00760667	0.00611072	0.00618845	0.00657606	0.00733031	0.00559468	0.00631605	0.00580076	0.00638388	0.00590844	0.0070987	0.0062476	0.00605546	0.00667163	0.00742633	0.00761096	0.00689743	0.00909853	0.00703492	0.00804163	0.00877742
ko03320	ko03320: PPAR signaling pathway	7.64717e-05	6.01456e-05	6.00504e-05	7.20817e-05	6.88107e-05	6.89537e-05	7.5171e-05	9.02996e-05	8.43479e-05	8.51955e-05	5.5703e-05	6.67602e-05	7.73511e-05	5.12064e-05	5.10145e-05	0.000105639	8.39184e-05	6.15883e-05	6.79991e-05	5.20925e-05	6.686e-05	8.37694e-05	8.23325e-05	7.9454e-05	8.13961e-05	7.85706e-05	6.26827e-05	8.33359e-05	8.75601e-05	7.55834e-05	9.88839e-05	9.42142e-05	0.00010419	7.06447e-05	0.000100371	6.91878e-05	9.56816e-05	7.80127e-05	6.6427e-05	7.57315e-05
