ID	NAME	kegg_merge_filter_human_081A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_082A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_083A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_084A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_085A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_086A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_091A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_093A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_094A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_098A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_099A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_100A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_101A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_107A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_108A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_109A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_10A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_116A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_118A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_119A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_11A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_120A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_13A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_15A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_18A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_1A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_20A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_21A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_24A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_25A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_28A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_29A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_31A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_34A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_35A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_37A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_39A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_3A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_6A-hit-keg-mpm-cop-nul-nve-nve	kegg_merge_filter_human_7A-hit-keg-mpm-cop-nul-nve-nve
M00065	M00065: GPI-anchor biosynthesis, core oligosaccharide	3.72269e-11	1.11047e-05	2.32216e-14	2.69501e-06	4.80064e-07	1.86329e-62	1.24467e-12	5.31644e-12	0.000629077	0.000136257	1.58984e-12	0.000157912	3.33111e-05	4.95751e-10	1.56569e-07	5.79573e-06	6.92223e-10	1.2437e-08	4.5632e-09	0.000434235	1.64273e-07	1.34633e-07	1.37484e-12	6.73461e-08	3.10626e-10	0.000156644	1.85464e-10	0.000416409	1.62733e-07	2.68635e-05	6.01293e-14	1.59208e-11	1.05905e-13	1.19126e-10	0.000590843	8.70513e-12	2.4434e-37	3.14923e-09	1.4827e-06	3.41911e-06
M00064	M00064: ADP-L-glycero-D-manno-heptose biosynthesis	0.00368427	0.00333624	0.00489698	0.00538792	0.00338524	0.00259063	0.00459263	0.00598854	0.00457078	0.00415442	0.00799165	0.0059503	0.00508063	0.00932324	0.00847712	0.00601977	0.00311203	0.00647661	0.00440263	0.00766375	0.00458358	0.00452718	0.00525645	0.00462081	0.00716302	0.00741218	0.00564081	0.00393669	0.00550944	0.00390419	0.00554015	0.00505735	0.00465089	0.00383052	0.00566885	0.00691962	0.0046817	0.0028856	0.00379852	0.00266565
M00148	M00148: Complex II (succinate dehydrogenase / fumarate reductase), succinate dehydrogenase (ubiquinone)	0.00066838	0.000770294	0.000697434	0.000641757	0.000441522	0.000652443	0.000685846	0.000662803	0.000814567	0.000539985	0.000818739	0.000744411	0.000631284	0.000817095	4.61884e-05	0.000506649	0.000671162	0.000793239	0.000642755	0.000899396	0.000838829	0.000649417	0.000590148	0.000574691	0.000679485	0.000780747	0.000714677	0.000695514	0.000560745	0.000875369	0.00078661	0.000973262	0.000591401	0.000754488	0.00056079	0.0007892	0.000626425	0.000654023	0.000577767	0.000746577
M00149	M00149: Complex II (succinate dehydrogenase / fumarate reductase), succinate dehydrogenase	0.00557478	0.00599377	0.00829038	0.00608279	0.00635224	0.0056834	0.00451494	0.0051981	0.00632198	0.00651852	0.0073985	0.00743036	0.00723429	0.0119085	0.0116642	0.00836854	0.00590801	0.0062149	0.00440228	0.0109146	0.00561237	0.00664354	0.00574119	0.00579875	0.00461965	0.00683782	0.00611374	0.00687647	0.00781386	0.00420647	0.00518712	0.00564388	0.00488725	0.0063866	0.0066202	0.00690038	0.00722736	0.00425905	0.00606572	0.00477361
M00061	M00061: Uronic acid metabolism	0.0150359	0.0135791	0.0176337	0.0143151	0.024415	0.0169499	0.017044	0.012046	0.0135925	0.0158317	0.0160455	0.0175104	0.0159696	0.0168221	0.0155987	0.0173213	0.0145666	0.0141118	0.0128585	0.0158262	0.0177304	0.0187529	0.0171512	0.011541	0.0116062	0.0167489	0.019011	0.0119275	0.0137269	0.0171492	0.0222403	0.0200603	0.0219965	0.0167846	0.0211731	0.0181696	0.017973	0.0224796	0.0168521	0.02063
M00060	M00060: Lipopolysaccharide biosynthesis, KDO2-lipid A	0.00434224	0.00350907	0.00570992	0.00850083	0.0126384	0.00491779	0.00440912	0.00297904	0.0046751	0.00465905	0.00603208	0.00446255	0.00274235	0.0139334	0.0128834	0.00824281	0.00398396	0.00480154	0.00516051	0.0117601	0.00610493	0.00495396	0.00311068	0.00834152	0.00368233	0.00588108	0.00553247	0.00432422	0.00361506	0.00326856	0.0101546	0.0122901	0.00839075	0.00423217	0.0131005	0.0111248	0.00415521	0.00810716	0.00483782	0.00354382
M00144	M00144: Complex I (NADH dehydrogenase), NADH dehydrogenase I	0.0106404	0.0107984	0.0116838	0.00925122	0.0129286	0.0101944	0.0106628	0.0132837	0.0137408	0.0117593	0.0122154	0.0124641	0.0122402	0.0114712	0.0109504	0.0114287	0.00762542	0.0146819	0.0104338	0.0113482	0.0129534	0.0116525	0.0129564	0.0103504	0.0128037	0.0111547	0.0138402	0.0132996	0.011292	0.0122715	0.014135	0.0133888	0.0136291	0.00912911	0.0127252	0.0111819	0.0108668	0.0137988	0.0105298	0.00710543
M00145	M00145: Complex I (NADH dehydrogenase), NADH dehydrogenase I/diaphorase subunit of the bidirectional hydrogenase	4.42331e-05	2.29457e-09	2.13156e-06	9.07368e-13	2.66911e-11	5.34539e-68	2.35245e-07	1.51637e-06	5.04292e-25	4.79189e-05	0	3.51505e-09	3.54458e-05	2.31373e-08	1.49434e-07	2.76196e-07	9.68889e-07	8.99256e-05	4.59371e-06	4.7765e-05	1.36368e-10	8.94134e-12	1.44342e-08	3.72616e-09	3.00237e-07	2.71772e-07	1.03907e-07	1.08513e-41	0.00018268	1.57726e-20	7.35766e-07	1.14729e-67	5.14928e-08	2.01739e-07	1.26837e-64	8.31776e-10	6.68408e-11	3.06577e-06	2.69795e-07	1.66284e-68
M00146	M00146: Complex I (NADH dehydrogenase), NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	1.89718e-10	4.16097e-11	5.64328e-14	4.92769e-64	3.71448e-11	6.81386e-45	9.08926e-06	3.0691e-09	1.83622e-43	1.0594e-07	1.47797e-35	4.59797e-51	3.35798e-10	0	3.30057e-09	4.93368e-27	5.39236e-10	2.29487e-06	8.49117e-09	2.30718e-08	7.1817e-11	1.69074e-05	0	2.44749e-35	4.95427e-08	5.83687e-08	3.47087e-07	1.17745e-39	9.41154e-06	1.236e-07	2.33894e-10	4.99095e-25	2.83681e-06	9.10004e-12	4.53317e-11	1.29269e-15	1.92671e-48	9.96135e-07	1.29615e-07	1.17654e-07
M00147	M00147: Complex I (NADH dehydrogenase), NADH dehydrogenase (ubiquinone) 1 beta subcomplex	3.72724e-05	1.07149e-25	1.15803e-54	1.9807e-05	1.27621e-08	2.85909e-05	6.43237e-06	1.40115e-05	0	2.35243e-08	9.23361e-10	1.72924e-05	9.89623e-05	2.14855e-09	8.4701e-37	5.41667e-11	5.30035e-06	1.86463e-09	1.05903e-06	2.55673e-05	3.64946e-05	3.02177e-05	1.69297e-85	1.45526e-05	6.18284e-05	0.000196081	8.93206e-09	4.70759e-05	3.03171e-05	2.69615e-08	0.000135495	4.47539e-07	1.04272e-07	2.68896e-05	2.97185e-07	0.000169168	1.50084e-11	4.05842e-06	1.33541e-10	2.83041e-05
M00142	M00142: Complex I (NADH dehydrogenase), NADH dehydrogenase I	3.88483e-08	5.30118e-09	7.02215e-11	3.84528e-17	5.34506e-11	2.3341e-16	3.77509e-06	2.50574e-09	8.60282e-12	3.3573e-08	1.02077e-07	3.58713e-06	2.78383e-07	3.96191e-13	4.1206e-16	3.77504e-08	8.91974e-12	8.44097e-11	2.68139e-16	1.12158e-10	9.17844e-33	2.97064e-06	8.35206e-08	6.52901e-08	1.33655e-08	1.75189e-10	3.00163e-11	2.09667e-10	4.20738e-16	1.87684e-05	1.21762e-05	4.99356e-09	8.06119e-10	4.48745e-07	2.21689e-09	1.83983e-26	6.15633e-12	3.11491e-06	1.76881e-06	5.07859e-10
M00143	M00143: Complex I (NADH dehydrogenase), NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein	3.24008e-08	2.11418e-83	6.68684e-07	1.20051e-06	2.19898e-10	4.66006e-17	2.76707e-17	0	0	0.000626618	0	0.000638021	1.21691e-07	7.66484e-17	3.1103e-17	1.49374e-18	2.15689e-09	7.90078e-08	1.18836e-17	2.55279e-64	2.04638e-09	2.29938e-06	1.11177e-13	1.04083e-07	6.62259e-10	6.98242e-11	6.7163e-14	8.43871e-08	4.40721e-20	2.3087e-09	6.54457e-09	5.90215e-06	0	0	4.06964e-11	0	3.50387e-06	1.84406e-05	1.87972e-09	6.7328e-06
M00099	M00099: Sphingosine biosynthesis	0.000229972	0.000356221	2.01755e-05	9.65114e-06	0.000573128	3.02709e-06	5.54705e-07	0.000131301	0.00045275	0.000285038	4.4179e-05	0.000480405	3.28711e-05	0.000285573	4.91391e-11	2.04232e-05	4.71595e-06	1.20243e-08	2.04445e-06	0.000122007	0.000146878	0.000151236	5.42108e-05	7.39329e-05	9.69143e-05	0.000418867	0.000101683	0.000249184	0.00011846	7.16522e-05	0.000340284	0.000302396	0.000357313	0.000147836	0.000189397	0.000171767	2.9044e-06	0.000677571	8.75066e-05	4.69244e-05
M00096	M00096: C5 isoprenoid biosynthesis, non-mevalonate pathway	0.0219861	0.0205935	0.021741	0.0217789	0.0234081	0.0202551	0.0227142	0.02069	0.0222107	0.0215757	0.023013	0.0252727	0.020657	0.0188318	0.0201074	0.0206599	0.0204099	0.0225803	0.0222384	0.0195027	0.0252598	0.0213009	0.0219309	0.0220079	0.0235548	0.0248539	0.0229532	0.0224964	0.0210577	0.0210169	0.0260395	0.0268171	0.0228709	0.0202775	0.0232779	0.0242103	0.0211743	0.0251267	0.0218136	0.0204691
M00094	M00094: Ceramide biosynthesis	0.000208229	0.000294634	1.76603e-05	7.54893e-06	0.000807755	2.51393e-06	4.48958e-07	0.000114703	0.000441936	0.00027769	3.96732e-05	0.000489738	2.64254e-05	0.000315569	3.375e-11	1.91689e-05	3.84004e-06	9.34469e-09	1.53194e-06	0.00011894	0.000278287	0.000135259	4.34253e-05	6.02658e-05	7.23006e-05	0.000438787	9.42959e-05	0.000487437	0.000102732	6.2238e-05	0.00049191	0.000364458	0.000767407	0.000124141	0.00016979	0.000399491	2.30106e-06	0.0008236	7.08245e-05	4.33967e-05
M00095	M00095: C5 isoprenoid biosynthesis, mevalonate pathway	0.00193815	0.00178752	0.00161214	0.0015003	0.00152003	0.00142149	0.00180258	0.00173131	0.0013949	0.0016819	0.00166672	0.00171941	0.00179145	0.00108144	0.000973622	0.00190884	0.00238909	0.00194049	0.00209587	0.0013774	0.00235451	0.00183045	0.0020581	0.00163525	0.0018098	0.00267902	0.00159863	0.00201289	0.00166285	0.00157594	0.00168595	0.00199733	0.0019851	0.00157642	0.00135232	0.00232132	0.00150577	0.00175774	0.00155756	0.00209826
M00324	M00324: Dipeptide transport system	0.00167186	0.00145562	0.00184349	0.00299651	0.00134435	0.00174992	0.00156592	0.00166361	0.00174207	0.00151982	0.00226491	0.00154837	0.00136266	0.0064401	0.00564929	0.00264889	0.00198221	0.00221199	0.00131328	0.00506057	0.00148028	0.00172323	0.00144729	0.00188919	0.00141365	0.00207461	0.00162772	0.00117234	0.00215308	0.00172839	0.00108996	0.00194827	0.00103851	0.00161345	0.00252083	0.00232346	0.0015322	0.00135664	0.00148078	0.00194817
M00326	M00326: RTX toxin transport system	4.18651e-07	3.17149e-07	9.27419e-07	9.06271e-10	1.20738e-12	1.82222e-06	1.07819e-12	4.51887e-08	6.52743e-08	5.40618e-09	5.33291e-12	1.38702e-08	2.74512e-06	4.4556e-13	1.84684e-05	2.7353e-12	2.07354e-06	9.40243e-08	9.06836e-11	1.30842e-11	1.3564e-05	5.97923e-08	1.76308e-12	3.6387e-07	2.31515e-09	2.63456e-10	1.2305e-10	1.51779e-05	1.63933e-05	2.02585e-10	7.39103e-10	2.24324e-12	6.017e-09	3.72612e-12	1.6965e-09	1.28689e-06	1.49503e-06	6.96606e-06	3.91974e-05	2.93925e-13
M00321	M00321: Bicarbonate transport system	6.38978e-12	4.32793e-09	8.38427e-08	6.07301e-14	1.67527e-12	6.47747e-14	3.69774e-09	8.26001e-10	1.66059e-10	6.32775e-08	2.7966e-11	9.23513e-09	1.84981e-15	8.7301e-10	5.3391e-10	2.49825e-08	3.88131e-08	2.28242e-08	1.55013e-09	4.92209e-10	6.99899e-13	2.94517e-10	2.08319e-13	1.70824e-10	5.03023e-08	3.11149e-13	4.94181e-09	1.66206e-12	9.13716e-13	4.71588e-13	6.33058e-11	5.77688e-15	4.25556e-11	1.09924e-06	3.28347e-10	3.46357e-11	1.1729e-16	2.62743e-09	8.7805e-12	3.84366e-17
M00322	M00322: Neutral amino acid transport system	6.56988e-17	3.19172e-25	4.18114e-27	2.30258e-14	2.91596e-13	4.077e-14	2.193e-16	1.55155e-23	2.73127e-23	4.00101e-11	9.43485e-26	9.79861e-14	1.97447e-20	3.92864e-10	1.15409e-23	3.58217e-12	3.6155e-13	6.87731e-25	4.79359e-19	1.48588e-26	4.15726e-13	1.40578e-25	6.53821e-26	1.20707e-14	2.62976e-20	1.04703e-11	1.53937e-17	5.46048e-24	7.41997e-22	3.45106e-13	2.67056e-13	1.15003e-11	3.53336e-16	4.04558e-27	5.38465e-12	5.73075e-11	1.69692e-26	4.33668e-11	1.68303e-22	1.10685e-16
M00323	M00323: Urea transport system	5.845e-07	4.77573e-06	2.0581e-07	3.92143e-06	2.50754e-09	7.4479e-16	3.64356e-08	3.36341e-15	1.41699e-09	2.22801e-07	4.38142e-07	4.88107e-08	3.26586e-17	8.68979e-12	7.60303e-14	1.10564e-06	5.56085e-10	1.60971e-09	2.80929e-14	1.24226e-06	2.67612e-09	6.54699e-08	1.54196e-13	1.64849e-09	5.53545e-11	7.53573e-09	1.75113e-10	3.82396e-08	5.06324e-09	5.38531e-11	5.00963e-11	4.61693e-09	7.96583e-07	3.19538e-09	2.33682e-09	1.77988e-06	1.56343e-09	1.8665e-11	2.84996e-07	6.09421e-11
M00246	M00246: Nickel transport system	0.000796965	0.00102555	0.00160582	2.99031e-05	9.1114e-07	0.00184154	0.000580797	0.000740561	3.27551e-05	0.00119172	0.00137101	0.00128196	2.06432e-06	0.000747876	1.55688e-05	0.00196225	0.00224785	0.00149543	0.000781973	0.000521541	0.000531784	0.0012758	0.00106029	0.00134302	0.00150299	0.00174251	5.92551e-06	0.000851176	0.00084807	0.00215872	0.000110456	0.000537163	0.000357031	0.0015596	2.87399e-05	0.0017958	0.00134594	1.82852e-07	0.000911006	0.000995255
M00245	M00245: Cobalt transport system	0.00349017	0.00293966	0.00465519	0.00401592	0.00325794	0.00481883	0.00440434	0.00536933	0.00590859	0.00327929	0.00401974	0.00469714	0.0048099	0.00202084	0.00250267	0.0036155	0.00493558	0.00551572	0.00335973	0.00284766	0.00443469	0.00270632	0.00324162	0.0040057	0.00389262	0.00526298	0.00433184	0.00373975	0.00380946	0.00433084	0.00278439	0.00291721	0.00367233	0.00380476	0.00301449	0.00339894	0.00396909	0.00429974	0.00396463	0.00408213
M00029	M00029: Urea cycle	0.00347744	0.00400505	0.00399359	0.00282576	0.00634896	0.00439859	0.00401566	0.00534869	0.00446628	0.00406845	0.00442966	0.00418299	0.00490792	0.00241594	0.00307557	0.00412355	0.00267559	0.00521713	0.00399944	0.00278606	0.00455223	0.00412064	0.00472893	0.00322499	0.00459878	0.00468662	0.00530845	0.00411362	0.00302379	0.0044935	0.00571632	0.00440284	0.00599298	0.00366961	0.00441103	0.00510122	0.00386295	0.00593222	0.00379724	0.00317278
M00028	M00028: Ornithine biosynthesis, glutamate => ornithine	0.0131082	0.0154611	0.0164984	0.0159389	0.0149894	0.0150556	0.0163124	0.0153789	0.0161481	0.0178136	0.014483	0.019003	0.0156098	0.0133781	0.0127835	0.0159307	0.01513	0.0151283	0.0159229	0.0137476	0.0155348	0.017012	0.0153373	0.0167092	0.0165757	0.0152958	0.0153569	0.0125676	0.0148941	0.0162871	0.016408	0.0153449	0.0170918	0.0168444	0.0162084	0.0161477	0.0171992	0.0189333	0.0166132	0.015667
M00022	M00022: Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	0.0218194	0.0206878	0.0207233	0.0194576	0.0210982	0.0209138	0.020902	0.0207079	0.0208234	0.0218979	0.0177546	0.023499	0.0200841	0.0166868	0.0167367	0.0198804	0.0223035	0.0182104	0.0208703	0.0169607	0.0228458	0.0229331	0.0214113	0.0223286	0.0200299	0.0219876	0.0206363	0.0225394	0.0227765	0.0207393	0.0221615	0.0216217	0.0220058	0.0227739	0.0194139	0.0214753	0.0207926	0.0231971	0.0215039	0.023832
M00026	M00026: Histidine biosynthesis, PRPP => histidine	0.0175025	0.0200739	0.0190236	0.0200113	0.0187494	0.0185555	0.0208993	0.0158831	0.0169412	0.0195422	0.0170048	0.0180498	0.0175471	0.01223	0.0122839	0.0171782	0.0216252	0.0170905	0.0223488	0.014183	0.0179654	0.0198963	0.0167247	0.0214235	0.0189707	0.0165662	0.0190633	0.016091	0.0185406	0.0185353	0.0195944	0.0175631	0.0196194	0.0212355	0.0175754	0.0192552	0.0196379	0.0211265	0.0213029	0.0222139
M00025	M00025: Tyrosine biosynthesis, chorismate => tyrosine	0.006193	0.00524668	0.00563113	0.00790741	0.00824912	0.00444426	0.00486415	0.00876067	0.00985959	0.00477422	0.00726508	0.00717507	0.00676742	0.00949923	0.00981933	0.00764002	0.00480813	0.00622494	0.00596325	0.00923457	0.00762896	0.00525553	0.00506305	0.00642668	0.00748805	0.00782562	0.00874707	0.00618189	0.0069886	0.00656536	0.00612333	0.00744636	0.00689626	0.00447006	0.00820064	0.00745648	0.00606263	0.00616533	0.00510846	0.00490229
M00117	M00117: Ubiquinone biosynthesis, prokaryotes, chorismate => ubiquinone	0.00337206	0.00274471	0.00246211	0.00484919	0.00350674	0.00311613	0.00250019	0.00402107	0.00360612	0.00275996	0.00252339	0.0031425	0.00249715	0.00920116	0.00818561	0.00415886	0.00233088	0.0029856	0.0025093	0.00788638	0.00376988	0.00304522	0.00285252	0.00279117	0.00308415	0.00401991	0.00382941	0.00360039	0.00305191	0.0027066	0.0035348	0.00421167	0.00330174	0.0025718	0.00511407	0.0044715	0.00290966	0.00362016	0.00239624	0.00237145
M00116	M00116: Menaquinone biosynthesis, chorismate => menaquinone	0.00192785	0.000379334	0.00232173	0.00192806	0.00303522	0.00199518	0.00289544	0.00449164	0.0021569	0.00515831	0.00336226	0.00502733	0.00320046	0.00306721	0.0019972	0.00394631	0.00260338	0.00247311	0.00345259	0.00236992	0.001517	0.00345133	0.00340171	0.00374261	0.00407881	0.00436591	0.00302532	0.00228021	0.00201286	0.003222	0.00345192	0.00552496	0.0027888	0.00336287	0.0021171	0.00248037	0.00451804	0.00352514	0.00351986	0.00396653
M00115	M00115: NAD biosynthesis, aspartate => NAD	0.0251346	0.0258592	0.0250112	0.0239923	0.0289495	0.0249304	0.0245522	0.0259102	0.025744	0.0243995	0.0253204	0.0265436	0.0250404	0.0182973	0.019684	0.0247552	0.0242124	0.0255404	0.0272576	0.0217567	0.0304074	0.0249662	0.0268939	0.0264713	0.02595	0.0247723	0.0276786	0.0274608	0.0243575	0.0265334	0.031663	0.030697	0.0314492	0.02387	0.0283236	0.0263575	0.0272287	0.0320453	0.0252802	0.0250407
M00114	M00114: Ascorbate biosynthesis, plants, glucose-6P => ascorbate	5.18201e-10	8.96195e-10	9.29455e-20	3.65171e-15	5.24378e-17	3.95905e-17	7.90858e-20	6.2634e-09	5.72598e-17	6.89017e-15	3.92863e-10	4.50686e-18	1.29924e-11	1.52273e-15	4.8373e-21	4.04984e-47	7.40526e-11	4.94546e-16	2.38084e-08	1.15486e-10	3.69317e-11	3.10438e-12	1.91001e-10	1.08312e-07	1.98621e-20	9.74806e-20	8.87667e-16	8.86562e-18	4.31982e-16	1.51626e-31	1.11608e-15	6.06482e-32	7.26887e-14	5.38977e-14	1.52698e-15	1.60421e-14	5.10387e-17	2.82629e-13	9.81009e-13	9.30862e-22
M00299	M00299: Spermidine/putrescine transport system	0.0171007	0.0180406	0.0175372	0.018251	0.0226037	0.0187488	0.0201456	0.0172877	0.0169749	0.0194335	0.0179575	0.0220117	0.017475	0.0147623	0.0155212	0.0179441	0.0195416	0.01908	0.0196016	0.0143514	0.0130346	0.0183246	0.0195926	0.0162365	0.0174093	0.0194272	0.0178305	0.0139433	0.0146217	0.0192792	0.0190082	0.0153251	0.0219452	0.0189656	0.0195762	0.0149701	0.0195201	0.0221387	0.020229	0.0202847
M00295	M00295: BRCA1-associated genome surveillance complex (BASC)	7.55642e-07	2.25288e-07	2.04198e-10	0.00026386	1.65457e-06	1.23865e-10	1.60935e-06	7.7858e-11	1.42767e-06	7.11087e-08	2.92635e-09	4.98756e-06	5.17067e-08	3.98458e-08	0.000139619	2.90631e-07	3.15824e-08	2.17828e-11	5.85361e-05	2.50922e-05	1.34782e-09	1.12966e-05	2.09402e-06	1.99441e-08	9.06546e-05	2.61067e-13	3.61814e-06	1.64395e-05	2.45533e-06	2.71158e-09	7.48805e-05	7.37571e-09	2.20431e-11	7.84573e-08	4.94633e-20	3.49619e-06	9.68869e-06	4.41098e-06	1.37337e-10	2.30154e-10
M00296	M00296: BER complex	0.000184983	5.5079e-05	0.000349296	0.000100707	6.55821e-06	3.23512e-06	2.47254e-05	0.000221851	0.000196484	3.11793e-05	1.91838e-06	1.3158e-05	1.17987e-05	1.50677e-05	2.10063e-06	3.90156e-05	2.83485e-05	3.59235e-05	9.33819e-06	1.31851e-05	7.6908e-07	0.000129095	4.12729e-06	8.12887e-06	2.33252e-06	2.04178e-07	8.05309e-06	3.31482e-05	4.74741e-05	3.64892e-05	1.50176e-06	1.70559e-09	7.2004e-06	5.64444e-05	5.84969e-08	1.06492e-07	5.91148e-06	1.72281e-08	9.76875e-06	1.95936e-06
M00290	M00290: Holo-TFIIH complex	0.000699394	0.000841186	0.000732654	0.000712363	0.00083322	0.000920689	0.000846481	0.000840789	0.000683281	0.000770943	0.000522672	0.000701796	0.000925864	0.00039406	0.000432217	0.000556277	0.000735533	0.000843768	0.000682615	0.000566629	0.000812269	0.000755319	0.000748974	0.00065428	0.000748949	0.000545848	0.000752301	0.000813305	0.000709197	0.000683919	0.0002112	0.000444783	0.000547383	0.000803107	0.000601396	0.000705223	0.000817804	0.000700425	0.000749113	0.000854491
M00119	M00119: Pantothenate biosynthesis, valine/L-aspartate => pantothenate	0.0183852	0.0214304	0.0203967	0.0179511	0.0198116	0.0217782	0.019418	0.0227991	0.0230664	0.0201987	0.0192841	0.0207329	0.0213505	0.0163849	0.0168333	0.0199357	0.0162879	0.0219776	0.0210728	0.0168554	0.0210491	0.0200911	0.0230345	0.0217202	0.0221824	0.0169486	0.0209165	0.0197913	0.0204715	0.0228245	0.0179138	0.0165193	0.0204494	0.0181426	0.0178466	0.0186966	0.0214102	0.0195365	0.0213274	0.0146713
M00059	M00059: Glycosaminoglycan biosynthesis, heparan sulfate backbone	2.07629e-05	2.47136e-05	7.29775e-05	3.91592e-06	3.00399e-06	5.83868e-06	7.38251e-06	2.53204e-06	3.63891e-05	1.08511e-05	6.29839e-07	7.04824e-07	2.00523e-06	4.89315e-06	1.00507e-06	3.55473e-07	5.90532e-05	3.25337e-10	5.14633e-07	1.62234e-06	3.93164e-06	7.34343e-06	3.22488e-06	3.73445e-08	1.68051e-07	4.5711e-06	8.21854e-07	7.01811e-06	1.43022e-05	0.000167591	2.43706e-06	1.80267e-06	3.28248e-06	1.46209e-05	3.51491e-08	1.19421e-06	2.5694e-05	1.28854e-06	7.32383e-05	9.63833e-08
M00056	M00056: O-glycan biosynthesis, mucin type core	4.51481e-11	2.4818e-12	3.33767e-09	9.49322e-13	1.19242e-14	1.14837e-07	1.86856e-09	1.24576e-05	2.33092e-12	2.12387e-12	6.65268e-06	2.40545e-13	6.25243e-10	2.04163e-12	1.91627e-09	6.46523e-14	2.63906e-15	4.6796e-06	1.8519e-12	2.26452e-10	4.81506e-05	9.43498e-20	3.568e-12	2.2187e-19	3.9064e-12	5.23264e-07	2.66054e-14	8.56762e-13	4.94606e-20	8.01474e-08	3.28736e-10	6.07381e-16	6.40113e-18	1.04215e-14	1.09675e-19	4.21894e-06	6.86357e-19	1.79635e-08	1.1292e-16	1.21559e-18
M00057	M00057: Glycosaminoglycan biosynthesis, linkage tetrasaccharide	0.000117457	0.000167652	3.95984e-06	2.02013e-05	9.47737e-05	3.35915e-06	6.94183e-05	0.000102961	2.07192e-07	1.29363e-05	1.90988e-06	0.000134586	8.91064e-05	8.4241e-07	1.74613e-05	0.000152368	0.000208113	0.000339781	4.02134e-05	5.36625e-06	6.90214e-06	1.71139e-05	7.80862e-07	0.000177949	8.4626e-05	0.000319703	6.37629e-08	0.000109031	2.82557e-05	6.62167e-05	8.49917e-05	0.000113078	0.000220103	3.78262e-05	0.000116091	0.000132684	1.09376e-06	1.63157e-05	0.000129102	6.94302e-08
M00055	M00055: N-glycan precursor biosynthesis	0.000629655	0.000780268	0.000796704	0.000524262	0.000555164	0.000672656	4.21241e-05	0.000695539	0.000778124	0.000603343	0.000183166	0.00050506	0.000659747	0.000383942	0.000430794	0.000567984	0.000579784	0.000638637	0.000696778	0.000176158	0.000695337	0.000673539	0.000698256	0.00058798	0.000728767	0.000537041	0.000641775	0.000714146	0.000617462	0.000644993	0.00071294	0.000581547	0.000625761	0.000620889	0.000531005	0.000454199	0.000659002	0.000423839	0.000612654	0.000548664
